Iout_exp,Iin_fit,e_delta1,e_delta2,e_delta1_delta2,e_delta1plusdelta2,N_RC2,C_RC2,S_RC2
12415.41422,22894.05003,0.797864872996839+0.481268567563112i,0.402254284943053+0.866743520457621i,0.774388945377826-0.571978641180906i,-0.096191848566725+0.88513655238142i,-0.783644539,-0.574963139,-0.235199119
20109.85108,22017.01977,0.878363770666419-0.302890467026391i,0.634650441474538+0.714627834082873i,0.33198824324712-0.903959896320822i,0.773907913244102+0.43547363035148i,-0.787123011,-0.582161477,-0.203777771
25426.8179,22022.84748,0.329634307259738-0.865920688833341i,0.813662713357539+0.501981590795297i,-0.220481817991625-0.937774141732647i,0.702887389743811-0.539097023289617i,-0.790057757,-0.588430419,-0.171925516
26452.88433,23580.57563,-0.452271165432599-0.805813245762767i,0.924062888835141+0.24662879338537i,-0.700727719623814-0.661684079689143i,-0.219190251170064-0.856165207554802i,-0.79244105,-0.593735378,-0.139697829
25153.19498,23871.80463,-0.906142970682931-0.168585054764641i,0.956359393222735-0.0299416938513742i,-0.949799190021746-0.166331119639002i,-0.871646063713055-0.134096445267371i,-0.794265294,-0.598043815,-0.107173869
25961.26293,23028.06436,-0.708119618600149+0.586480165750638i,0.907626411759166-0.304369926949152i,-0.884728614350935+0.384826849338394i,-0.464201143319674+0.747835204992761i,-0.795525669,-0.601332905,-0.07441537
26576.22839,22341.91796,-0.00288053425491427+0.917340945067206i,0.781785236890429-0.553388766482369i,-0.526309622862627+0.80931050639827i,0.505394214879663+0.718757663346794i,-0.796218532,-0.603585086,-0.04148606
23546.35921,22381.49008,0.701481962550586+0.588073151772356i,0.58930905952511-0.755793860460811i,0.00733484051451728+0.966002562634162i,0.857851753235899-0.183618924516799i,-0.796333077,-0.604798704,-0.008494553
15263.11425,22571.5294,0.898946747748754-0.16257773741646i,0.34637073104626-0.894253211222801i,0.539492794780284+0.802156498656101i,0.165983178431388-0.860198185653403i,-0.795863387,-0.604981814,0.024463728
7597.560825,23113.46334,0.449026348478474-0.793581657766717i,0.0735004447388908-0.956801349162001i,0.893282122872319+0.371339402379274i,-0.726296364508764-0.48795762081597i,-0.794825882,-0.60411546,0.057413663
5719.994286,23533.93863,-0.322722861615351-0.851066799315799i,-0.206137229147353-0.937888029342829i,0.95047705122768-0.183861997858774i,-0.731680166773511+0.478114460534565i,-0.793222311,-0.602204617,0.090266081
8865.974316,23837.04948,-0.859484820199311-0.294960170299783i,-0.468703705047765-0.838887758692756i,0.691169083804901-0.67887597345901i,0.155405243493311+0.859260219108474i,-0.791055546,-0.599259483,0.122960139
11029.66085,23961.70883,-0.774601098280081+0.472349111762004i,-0.691718826243556-0.668021452878167i,0.200901863455776-0.948468594033838i,0.851345502414232+0.190717377908884i,-0.78833148,-0.595299136,0.155410476
8458.214433,23661.40735,-0.130534967504909+0.896442912940919i,-0.855991899850995-0.439691394315952i,-0.357346647470528-0.901996923027827i,0.505895109147161-0.709952770287037i,-0.78506316,-0.590360361,0.187484611
4769.098993,24182.51905,0.606224862369236+0.671388962455328i,-0.947284514157704-0.173281180538807i,-0.797237283735924-0.554080741505085i,-0.457928352204779-0.741043726933657i,-0.781250357,-0.584457427,0.219219972
4544.314024,25351.2198,0.902465469483601-0.0389252407393498i,-0.957559564014313+0.108480875191633i,-0.971298714717321-0.020242202207704i,-0.859941797314239+0.135173480511333i,-0.776900163,-0.577620921,0.250559788
8209.101276,25833.32935,0.544327372943169-0.719300242783854i,-0.885705094149711+0.381457558679118i,-0.820519832667166+0.521288223660934i,-0.207731012531269+0.844725680061902i,-0.772020471,-0.569886041,0.281450338
9753.118214,27020.27415,-0.207548601700612-0.876556143542096i,-0.7376659220962+0.622173028540343i,-0.394571293686573+0.889034134478651i,0.698471121166488+0.517474453805686i,-0.766616717,-0.561289995,0.311853092
7228.392713,26835.99183,-0.80698859065064-0.397411747809225i,-0.525966780294086+0.80983941104525i,0.164351127269009+0.959181140136429i,0.746288886546866-0.444505787526488i,-0.760635033,-0.551818495,0.341951306
4276.276797,26430.32448,-0.81891866791233+0.369137981560156i,-0.268663536772602+0.928163631511026i,0.668885135896715+0.70745297606552i,-0.122606863843091-0.859264440404732i,-0.754142053,-0.541560325,0.371459526
7957.767314,27947.17842,-0.235666575022811+0.865478170585226i,0.0121907267643086+0.966775921777013i,0.949329573431898+0.217722324324147i,-0.839596402968999-0.217285962401632i,-0.747150776,-0.530572933,0.400322472
18467.77675,27869.29513,0.517478851410916+0.731082768269306i,0.292434864970377+0.922153088679056i,0.910863688666126-0.345768754846276i,-0.522841374802198+0.69098881177567i,-0.739669948,-0.518909368,0.428510718
28786.11356,28296.8668,0.892020319768268+0.0649592723709935i,0.547881993983479+0.797952758924523i,0.56581193389781-0.793437898319861i,0.436887440862255+0.74738009085016i,-0.73170835,-0.506626015,0.45599668
31703.76402,29815.93998,0.615917218276452-0.646689535313754i,0.756414774651131+0.604725728353985i,0.0299012892541729-0.974219849930474i,0.856958684127843-0.11670453069561i,-0.723288872,-0.493741351,0.482776021
29841.58288,29328.6186,-0.108282424676079-0.885144212112139i,0.89991100435115+0.359027791343243i,-0.516435118062571-0.826712816138547i,0.220346825951048-0.835427416690187i,-0.71440581,-0.480353019,0.508807739
28859.00184,28577.62245,-0.751560999316885-0.477522266091558i,0.965830527826272+0.0820052147301682i,-0.888808002592236-0.400234293551814i,-0.686721240694593-0.522837503439808i,-0.705064377,-0.466528553,0.534074277
30484.83305,28439.83764,-0.84476499891844+0.277408438774484i,0.948323147065899-0.202425358036547i,-0.961216755589829+0.161503876270328i,-0.744955699764171+0.434074701044065i,-0.695270007,-0.452332254,0.55856526
30441.88397,27561.7463,-0.321019662148795+0.82783725179638i,0.848758448762008-0.469645525042094i,-0.708865555668017+0.668753877574493i,0.116321910301799+0.853399309440806i,-0.685026501,-0.437829294,0.582275023
23284.84315,27477.32815,0.435889059903081+0.772176265735604i,0.675628688406888-0.696472607390673i,-0.216836950155103+0.949870610225402i,0.832298770995299+0.218119647554107i,-0.674347902,-0.423218066,0.60509617
12925.86771,28065.1654,0.872403431795484+0.152278620715787i,0.443830659014697-0.863179458875347i,0.348469891550354+0.909529925458388i,0.518643167488211-0.685454801592084i,-0.663229764,-0.408477658,0.62711425
7573.222725,29622.84178,0.669942874749575-0.577615554335522i,0.173386985879737-0.955219612294116i,0.795587131054785+0.56122993096144i,-0.435590330102993-0.740093593040983i,-0.651665798,-0.393630217,0.648372532
12034.0455,29785.95641,-0.0223748235754789-0.883372093559717i,-0.112283310244219-0.964505952143877i,0.972902338997657+0.0229336540650853i,-0.84950532293896+0.12076859335897i,-0.639650352,-0.378740953,0.668881692
19068.38174,28736.53558,-0.6971274787291-0.54172963517112i,-0.388395244066808-0.890129741381739i,0.820214030557904-0.522794087741466i,-0.211448662807026+0.830939116221748i,-0.627174681,-0.363875018,0.688655858
20024.20122,27786.84927,-0.860082551019863+0.196421546491699i,-0.630952718193031-0.73845554025889i,0.38933691152461-0.890709244927677i,0.687720002669393+0.511200016210001i,-0.614180929,-0.348975759,0.707811915
13665.73608,27931.93337,-0.392109785149581+0.789758445057099i,-0.818839845566814-0.522582054457296i,-0.173348555940865-0.955860584885147i,0.733788706660058-0.441776146089365i,-0.600664212,-0.334150102,0.726323766
7875.030377,28953.51196,0.363358289869805+0.803046761467474i,-0.935665893496481-0.261214439697785i,-0.676564934171914-0.696171137298435i,-0.130214549102537-0.846297897685806i,-0.58663291,-0.319543661,0.744146274
8235.615551,29960.1719,0.851715879541237+0.226392793196733i,-0.971202152940467+0.0229548135606052i,-0.949186379144873-0.20007083802794i,-0.832385100263329-0.200322188941397i,-0.572061887,-0.305222442,0.761304445
11503.92608,30336.72073,0.713882959033345-0.516846870422032i,-0.922284389170934+0.305216125136634i,-0.898533517328495+0.363503686029931i,-0.500653109732399+0.694568390739324i,-0.556920792,-0.29125245,0.777824686
10327.14928,29765.89028,0.0504947787054671-0.880128249706895i,-0.793100986894272+0.560992961761372i,-0.542023030389077+0.802596190444866i,0.45369829470861+0.726357798895531i,-0.541241142,-0.277829315,0.793642802
4297.660507,29841.04933,-0.650822304656114-0.595272811115778i,-0.594840399271643+0.76798460871007i,-0.00132047635417142+0.96765213134327i,0.844295756477028-0.145729196341448i,-0.525001294,-0.265040405,0.808781321
1375.404169,29521.28772,-0.873100024407006+0.129148597118232i,-0.344727372425554+0.90811463046746i,0.539082148285168+0.802564026456347i,0.1836997467311-0.837395962562513i,-0.508074711,-0.2527948,0.823380154
7783.47387,30606.18225,-0.450960509640129+0.759596019080554i,-0.0645307737322163+0.969114687119411i,0.894789318862099+0.363886104178525i,-0.70703482775865-0.486049772038283i,-0.490405782,-0.241158872,0.837463173
20409.00362,30722.0005,0.305650976703551+0.829807885146673i,0.221327940837003+0.94560484273891i,0.944472605322676-0.198403519589659i,-0.717021253449012+0.472684714268577i,-0.471930869,-0.230200381,0.851051726
28800.33969,30606.57327,0.837996234673042+0.285787502254969i,0.487901544167491+0.839575097162827i,0.671370338405283-0.692089060539009i,0.168919586929883+0.842996933801672i,-0.452486686,-0.219877459,0.864239378
27685.94155,29938.31699,0.750652658293441-0.471767664225276i,0.711894233871768+0.660224816659328i,0.16908864685099-0.948409740521332i,0.845858018698547+0.159750833807498i,-0.43186212,-0.21013364,0.877119697
21895.76503,30978.67723,0.105731358690319-0.881579424140812i,0.873699495668491+0.423172538749521i,-0.39034677340982-0.879814405542623i,0.465437637787084-0.725492890781127i,-0.41016066,-0.201304985,0.889519273
19885.7443,31563.74209,-0.620058665125603-0.637454798927992i,0.959120578436039+0.149103458832188i,-0.815325989395791-0.509996122420161i,-0.499664310190206-0.703848907123742i,-0.387274959,-0.193472426,0.901435814
22030.75434,31817.89082,-0.886925677542171+0.0821010637777639i,0.960622658952682-0.138028969050071i,-0.960282752868574+0.0341339331527051i,-0.84066857746281+0.201289579084221i,-0.363084883,-0.186720777,0.912855256
21696.97839,32155.4418,-0.493654128966576+0.743160121032599i,0.878006076948705-0.413091722224532i,-0.775641354200305+0.565863066521428i,-0.126438030857525+0.856423536730612i,-0.337492085,-0.181174411,0.923728816
14076.85131,30899.63929,0.269581489656041+0.852001741942703i,0.718440050065367-0.651969801456115i,-0.324921766463682+0.902676385411416i,0.749157545459831+0.436353183849803i,-0.310517384,-0.177069378,0.933930077
5565.03592,29990.17479,0.83417878400467+0.324454611027078i,0.495851749792403-0.833681182399127i,0.236943910070927+0.928928795687355i,0.684120713444318-0.534557768375289i,-0.281820818,-0.174307031,0.943500973
3924.509249,30636.23737,0.776545793147925-0.447814286353246i,0.229721769139847-0.94222400907761i,0.716736956683301+0.635667255389382i,-0.243551898789937-0.834552780559355i,-0.251208373,-0.172988379,0.952349397
10674.18525,30368.42055,0.136848467633373-0.887192491524232i,-0.0566110025848445-0.967993441127394i,0.949349937356957+0.123857347234404i,-0.866543641767853-0.0822435626665066i,-0.218483166,-0.173224353,0.960342871
18241.45908,30928.81026,-0.607557215924545-0.662405661640663i,-0.337988775826383-0.908642342295026i,0.85466154604563-0.430202049007459i,-0.396542312287835+0.775937890434316i,-0.183464997,-0.175131575,0.967300122
19912.52993,31205.8747,-0.897806914447372+0.0605360262568925i,-0.589641375091019-0.769307929958441i,0.465283027564839-0.835489958654223i,0.575954948648573+0.654995433091222i,-0.145832965,-0.178786816,0.973020052
15299.81229,30858.78919,-0.513753802534154+0.739795322194409i,-0.789367120820478-0.562181523353119i,-0.0844792707613624-0.952106836181304i,0.821439621117722-0.29514720813995i,-0.105465529,-0.184362581,0.977183433
10906.27537,30498.1613,0.257793339942587+0.863693438826825i,-0.919496432708453-0.305455916873226i,-0.604776909845424-0.739665264856098i,0.0267802148010311-0.872907536970936i,-0.062144326,-0.191979518,0.979429399
11468.85292,29567.03576,0.836418715285859+0.337111040339512i,-0.968464361134133-0.0217396999150182i,-0.915690708884045-0.27146025446994i,-0.80271302388493-0.344663520187288i,-0.015662487,-0.201753092,0.979311174
13119.9221,29052.06681,0.78502171070448-0.444300611863951i,-0.931851453968519+0.263924746626954i,-0.90947772326634+0.290613035970171i,-0.61426169610443+0.621208827258863i,0.034160477,-0.213786932,0.976282853
11481.54481,28863.76653,0.141136102657473-0.890926189539404i,-0.812798168565442+0.526267033183481i,-0.588052286124176+0.751884607232263i,0.354149916795907+0.798418453205243i,0.087236118,-0.228179952,0.969702928
5927.448916,30211.33437,-0.609435019514921-0.664706643744221i,-0.621752568631218+0.742024813388116i,-0.0626150791213654+0.952286215833612i,0.872146612079365-0.0389328434935367i,0.143783054,-0.244943959,0.958816401
2190.067492,29530.93765,-0.899061669752427+0.0638257677999812i,-0.375569616431968+0.892012477543546i,0.484616369483349+0.821980322879288i,0.280726865191224-0.825945246631415i,0.203786488,-0.264072112,0.94272848
3928.803295,29683.39111,-0.508412882870937+0.743372770608778i,-0.0960378775193856+0.962838146974019i,0.863479802551995+0.405882446573424i,-0.666920766789461-0.560911261136144i,0.267045959,-0.285492083,0.92042421
8472.22384,29998.23737,0.26640198933323+0.859293215866139i,0.192039187482397+0.948114353738974i,0.941957467784422-0.151597507733144i,-0.763548610457962+0.417597520935523i,0.333158915,-0.309037614,0.89078667
11361.19437,28829.43295,0.837875023349194+0.324295141006002i,0.463039580777392+0.849051524434853i,0.69231369302961-0.656494612821132i,0.112626015717497+0.861560552000086i,0.401478439,-0.334493459,0.852601424
9050.076672,28100.91063,0.773064377917961-0.454991606422351i,0.692802928799418+0.674377423350001i,0.201109745465125-0.932706224001613i,0.842417332357046+0.206117645755429i,0.47101107,-0.361393948,0.804700557
5204.72921,27737.01541,0.1224930017167-0.886964506278349i,0.860791530317784+0.439585368503857i,-0.360593408145817-0.883481816653767i,0.495337557743147-0.709645403398118i,0.540416104,-0.389107206,0.746020119
2829.859035,27657.9618,-0.618613429238073-0.644780775893108i,0.951938344509737+0.165574057530645i,-0.79666849496431-0.525491687498134i,-0.482122874438004-0.716217879897282i,0.60798401,-0.416847604,0.67571704
2959.210029,28170.67262,-0.887412445776724+0.0855646705830964i,0.958014411608796-0.123203144361728i,-0.954393810573223+0.0165866555343683i,-0.839612075632998+0.191304191208589i,0.671652395,-0.443656751,0.593339488
3886.344916,28433.93304,-0.481533793578713+0.747706673866961i,0.878389955797178-0.400916603838718i,-0.778062379627637+0.55329992073105i,-0.123206427302167+0.849832925362407i,0.729330872,-0.468466357,0.49861383
3519.499643,27771.83098,0.287964909530459+0.838984809998351i,0.7201169262785-0.642672858623227i,-0.328864794294065+0.896549032148015i,0.746561171710245+0.419099930979244i,0.778397744,-0.490087189,0.392315561
2927.314173,27792.06501,0.83479840197244+0.292600140784705i,0.497321298968961-0.826753815964965i,0.236126051044374+0.925564849876368i,0.657071308591787-0.544656482298619i,0.816230842,-0.507345075,0.276347946
2864.634487,27950.98599,0.744433261960638-0.473134352588285i,0.229955684855035-0.936580409996041i,0.718734315524879+0.629567660803126i,-0.271941705347322-0.806021543779668i,0.84078892,-0.519247181,0.153154681
3819.676463,27055.75491,0.0887835983424209-0.874976815514265i,-0.0579789638451808-0.962221783067327i,0.949173634217188+0.111978727336299i,-0.847069332605048-0.0346992631521046i,0.850658707,-0.525082877,0.025840587
5912.722005,27443.3607,-0.630596465205535-0.609251906206398i,-0.340584846049828-0.90131089428594i,0.845889757145335-0.445526583577013i,-0.334353780406709+0.775865430668824i,0.845264405,-0.524546029,-0.101880076
8578.108737,27604.91459,-0.866142014376327+0.11832115539728i,-0.592399292421222-0.759280318022341i,0.444618242679711-0.846700238325181i,0.602940840951645+0.587551215392358i,0.825030247,-0.517762588,-0.22637799
10750.03692,27904.35221,-0.441248943968269+0.751596987699515i,-0.790696779285157-0.548893180256111i,-0.113769022178491-0.949846102656274i,0.761440579707987-0.352086781355039i,0.791161459,-0.505204499,-0.344720117
11811.54423,27819.45479,0.317064446997303+0.809038975348041i,-0.917551845945625-0.289108166953485i,-0.632577445810376-0.71802064013048i,-0.0570232934693064-0.834001126350062i,0.745524027,-0.487701108,-0.454248339
11260.00246,27449.96945,0.829560315804721+0.249997957013579i,-0.961474247683983-0.00337847528034854i,-0.928552009016035-0.232464914062702i,-0.796756268628924-0.243169246662668i,0.690425708,-0.466301732,-0.553059705
10951.5178,27048.04408,0.707104539131879-0.496413975932316i,-0.918465572524446+0.282463170789671i,-0.896704351215638+0.335688384103314i,-0.509232509702246+0.655670136816771i,0.628339591,-0.442150437,-0.640072143
12037.94638,25880.24068,0.0462350460686074-0.860369137523796i,-0.792398540336409+0.542542645471254i,-0.547731830114212+0.785645843537852i,0.430150364936831+0.706839732931898i,0.561666612,-0.416374613,-0.714956501
13362.19598,25713.8741,-0.646523770514852-0.566176296612745i,-0.594681606577044+0.753293475131948i,-0.00462392394074056+0.95795195411239i,0.810972704552772-0.150327508171034i,0.492623757,-0.39000896,-0.777955555
12885.58121,26401.21711,-0.842484422194167+0.158742991508864i,-0.343236709983471+0.895602558569826i,0.54055249696318+0.791133393998547i,0.147000951935885-0.809017626210754i,0.42305757,-0.363930713,-0.829805235
8259.94191,27443.95224,-0.394114478395142+0.759185501803557i,-0.0608810317787278+0.956555929688136i,0.894551490409316+0.343812425410861i,-0.702209297399824-0.423212537946072i,0.354431267,-0.338842055,-0.871529999
2654.446871,27383.81938,0.353643639028272+0.776937992256019i,0.226741370293991+0.930623759907134i,0.931531932408615-0.22573320383863i,-0.642851312258972+0.505273158017324i,0.287851486,-0.315276783,-0.904290922
1364.095105,26728.57605,0.828169658618763+0.200379377999194i,0.493490361388358+0.820174589754417i,0.637950071309711-0.715496833933298i,0.244347669976912+0.778129001668296i,0.224189204,-0.293631823,-0.929257528
4457.569229,27445.57363,0.667233199802582-0.52769293578213i,0.715110547806988+0.635269915995914i,0.117684466688612-0.951419922399684i,0.812372946011785+0.0465143944072345i,0.163770348,-0.274098253,-0.947654695
8589.258958,28147.93703,-0.00440976932093793-0.849477114197008i,0.871444446237101+0.392756128568749i,-0.444601659688681-0.849371100211959i,0.329794473695852-0.742004077298875i,0.106843432,-0.256808926,-0.960538212
9875.167005,28316.51879,-0.671103750727366-0.519181419103751i,0.948275112810572+0.114735311557455i,-0.848980237626997-0.445309381840043i,-0.57682254305288-0.569326116696844i,0.053490101,-0.241815587,-0.968846753
8839.758202,28047.33406,-0.821523533013334+0.208927739302416i,0.938628844253452-0.173446380314706i,-0.951418207552382+0.117243457726304i,-0.73486792418998+0.338595885618425i,0.003671502,-0.229110375,-0.973393526
10839.50234,27927.91695,-0.340686550833177+0.775513109458759i,0.843417743839535-0.445509493571409i,-0.715218428459974+0.638110031832486i,0.0581573705927694+0.805860609825967i,-0.043065391,-0.218735034,-0.974833502
16235.48531,26900.41893,0.401617364595472+0.745270319439392i,0.671362288634593-0.676640134052661i,-0.224316161900142+0.931710196276754i,0.773910561901149+0.228595959892508i,-0.086531178,-0.210554468,-0.973744921
19761.21969,26376.37134,0.834403180941099+0.141471730518289i,0.438199984929384-0.845757434382813i,0.346440515723966+0.893284835680429i,0.485286229154265-0.643709783372553i,-0.126923007,-0.204467743,-0.970609856
16743.82683,26985.60837,0.624299540391073-0.571201775742822i,0.165251675233803-0.93744190850315i,0.793540561744482+0.536417819443481i,-0.432301937895421-0.679636602959872i,-0.164465728,-0.200367111,-0.965817812
8069.203094,27042.01692,-0.0672722327529484-0.843509466793754i,-0.122523974291945-0.943347823577865i,0.957433910478525-0.0116361599676557i,-0.787480358350829+0.166811246579167i,-0.199403274,-0.198139079,-0.959676633
2055.407508,26130.01576,-0.707248810820072-0.464811579096354i,-0.39881025433441-0.86296983369523i,0.779588412387952-0.55525878840185i,-0.119060292991536+0.795706012731543i,-0.231643237,-0.197507792,-0.952539806
3635.057579,26160.45588,-0.801201016484896+0.273343402285001i,-0.638338152800475-0.703693160130522i,0.32353036044246-0.900302025528958i,0.703787059439593+0.389314152695238i,-0.261655951,-0.198464106,-0.944535951
8774.587848,26544.93993,-0.275509134931207+0.800787400155854i,-0.819198075197927-0.480122141587496i,-0.247743158808952-0.9235115545299i,0.610172314554202-0.523725460960338i,-0.289713279,-0.200940063,-0.935782724
10638.08673,27015.89959,0.464111630809187+0.708796232840098i,-0.924846035820166-0.212747999282312i,-0.729984031678136-0.616682817045877i,-0.278436821496338-0.754266207044737i,-0.315995413,-0.204837989,-0.92638453
8931.460154,27093.22968,0.844953336137384+0.0673249722193338i,-0.945620630781422+0.0739228808087885i,-0.95076030334017-0.0896852473651402i,-0.803982162595924-0.0012024979411161i,-0.340667667,-0.2100647,-0.916416042
8430.51334,26621.90818,0.570760199801454-0.627231962787102i,-0.879631711004408+0.353609475511131i,-0.831215456241652+0.468801565960983i,-0.280263605739607+0.753559339517492i,-0.364026553,-0.216669754,-0.905836015
13918.72902,27070.40458,-0.147042903291328-0.835616389348324i,-0.732938977335803+0.600661000581597i,-0.41436317615612+0.858833814932237i,0.609695651691178+0.524132884434604i,-0.386119871,-0.224512616,-0.894709747
20715.30501,27222.52572,-0.751466064843092-0.394721282199639i,-0.519003484835975+0.792406532072771i,0.150278732469186+0.940851741543711i,0.702793228752675-0.390604897412149i,-0.406996247,-0.233444007,-0.883095663
20359.0368,27010.57811,-0.771918706403913+0.353805435889789i,-0.257461368132536+0.911234633760755i,0.660262817796262+0.685732939709363i,-0.123660520557747-0.79449029129996i,-0.426767492,-0.243384403,-0.870995718
13361.09074,27333.92805,-0.191250101498248+0.827558604923969i,0.0276690428644094+0.946212663787625i,0.932816666166537+0.185260245210993i,-0.788338139261657-0.158065513475858i,-0.445533149,-0.254257261,-0.858401688
7581.104106,26911.26397,0.53895251540925+0.656642165978476i,0.310183766658387+0.894097168026115i,0.870433717270307-0.38080078754578i,-0.419927579728235+0.685555658117887i,-0.463326568,-0.265925504,-0.845347336
9870.101755,26773.15904,0.849087642769344-0.0266358603479404i,0.564093406362966+0.75964203843086i,0.495884322812337-0.809238340584376i,0.49919845996053+0.62997755456468i,-0.48023399,-0.278317822,-0.831813985
18494.60845,26860.14786,0.496324593989133-0.689269292366707i,0.766008208892566+0.555174922845025i,-0.0559654180580035-0.946388924512196i,0.762853739480077-0.252438967916463i,-0.496375838,-0.291422196,-0.817731087
24258.59367,26577.33407,-0.244245919075061-0.813189912026063i,0.897290006472338+0.299478957642366i,-0.58663012112312-0.743358809185163i,0.0243738449111491-0.802813694678107i,-0.511811239,-0.305170209,-0.803069362
23812.32906,26399.58453,-0.79341496908659-0.301063311065495i,0.94577379677667+0.0160802495934411i,-0.905382903390394-0.273594525742486i,-0.745549914547108-0.297496101510653i,-0.526591518,-0.31949406,-0.787797511
22974.44497,26291.31083,-0.721058779213615+0.446231627319681i,0.906900348966447-0.268904059469804i,-0.897874343386756+0.29355725159012i,-0.533934962444068+0.598583251382967i,-0.540768006,-0.334362933,-0.771862289
26111.71065,26187.73346,-0.0839777778344882+0.84295488629084i,0.784154347828263-0.529161774861256i,-0.567286903373302+0.753826489960977i,0.380207964147759+0.705444569075844i,-0.554381279,-0.349735989,-0.755212643
29379.49901,26836.05314,0.617766958033283+0.578127217718254i,0.588765466188989-0.740607333513781i,-0.0331724580707337+0.941605721032656i,0.791885108188677-0.117141398665518i,-0.567450087,-0.365482278,-0.737850326
26554.00068,27084.82298,0.83322652228933-0.139653858457253i,0.338696762496274-0.883607568776112i,0.511654453660442+0.789638335736009i,0.158811919183809-0.783545571329434i,-0.580001015,-0.381532865,-0.719744049
15714.68304,28187.06268,0.393879291036168-0.745783372602954i,0.0570099223286019-0.944806738602335i,0.870671176450094+0.353268156100841i,-0.68216612818403-0.414656860512939i,-0.592055688,-0.39781813,-0.700864322
4676.102065,27891.91745,-0.35352410176497-0.76392825634877i,-0.230245774940436-0.918381483886873i,0.914583136869928-0.209544528231156i,-0.620180134877698+0.500561242550606i,-0.603622628,-0.414262566,-0.681194722
2205.724492,27036.37203,-0.820131569260955-0.181276813706681i,-0.49642949775645-0.806607468004911i,0.628028247670206-0.695283852535335i,0.260918271310481+0.751515406095771i,-0.614693552,-0.430782875,-0.660740457
6737.766759,26316.33292,-0.639346057035567+0.541591538968497i,-0.716771334740299-0.619681641184893i,0.115136569162445-0.928450652235887i,0.793879260382181+0.00799372363838819i,-0.625308798,-0.447325984,-0.639443799
9304.591358,26599.94474,0.0441641581280893+0.83454186398773i,-0.870674990468879-0.37481185166511i,-0.438131177401726-0.825065390831945i,0.274343553376053-0.743167979358618i,-0.635474394,-0.463819436,-0.617287474
7557.187038,27358.75781,0.689416062792259+0.468173611895246i,-0.943647420690512-0.0946528138856221i,-0.831310407864167-0.423099783779617i,-0.606251739683644-0.507045991581544i,-0.645193381,-0.480190098,-0.594258336
6536.409274,26792.03112,0.787274187556671-0.265567828675963i,-0.928674639479221+0.194771856550733i,-0.922091837558171+0.13124992144442i,-0.679396433269123+0.399964962677813i,-0.654467096,-0.496366972,-0.570344326
10915.07229,26616.23014,0.262929000316978-0.785398785326442i,-0.82691230948603+0.466473302950819i,-0.677978909518125+0.636562683681347i,0.148948338641821+0.772105282661229i,-0.663304504,-0.512307216,-0.545498352
17545.67254,26907.75783,-0.466051406721868-0.681383254141371i,-0.647621681237161+0.695006749339063i,-0.188147711948681+0.909318878502436i,0.775390956079028+0.11736969540322i,-0.671688243,-0.527900745,-0.51976505
18798.54023,27304.14268,-0.821801552361464-0.0390177681302319i,-0.407350493340238+0.858854508144144i,0.368897140966733+0.850635648197039i,0.368271853838589-0.689914060948614i,-0.679616162,-0.543079814,-0.493139116
13642.47069,28573.29905,-0.524568362677643+0.630105828860823i,-0.128428367160416+0.942459978711604i,0.790225249927231+0.482323737762822i,-0.526480067771526-0.575308150660808i,-0.687082219,-0.557773661,-0.465624922
10093.48541,28923.0633,0.186469300707906+0.795447229731213i,0.163089374804181+0.937719910558346i,0.922405093554384-0.0609501720456047i,-0.715495543444812+0.304584967368276i,-0.694071871,-0.571899627,-0.437258567
15259.41846,28165.94929,0.74487447002525+0.328622955043072i,0.439842682498745+0.844790429047164i,0.717532441897764-0.580674478886865i,0.050010057835153+0.773805225195719i,-0.700583838,-0.585501642,-0.407884926
25769.68211,28049.98646,0.708039021288114-0.396110630308437i,0.675729517751014+0.672124646008918i,0.250855909998891-0.886927263404476i,0.744678583580344+0.208226831349404i,-0.706594853,-0.598394166,-0.377687882
31774.61407,28547.6598,0.108539281955038-0.801216129184656i,0.848371351066431+0.435730567553469i,-0.306576826685147-0.867849995190614i,0.441195975978599-0.632434927084488i,-0.712093309,-0.610499079,-0.346718898
31588.64631,29056.5076,-0.573538479796039-0.56607814095868i,0.941248533036141+0.157711020461396i,-0.750414073084536-0.530730852831316i,-0.450565491476317-0.623273558683694i,-0.717068411,-0.621751529,-0.315020525
30918.46665,29095.40803,-0.79446632555247+0.118646955587619i,0.945300725908366-0.135784336317774i,-0.917881853208308+0.000467264947457057i,-0.734899196133913+0.220033135985757i,-0.721509497,-0.632090228,-0.282641097
32771.87089,29287.40713,-0.380397581578675+0.704737523325519i,0.859835372668515-0.417007668126665i,-0.747633976166581+0.530411925199357i,-0.0331983450755662+0.764586959457231i,-0.725362067,-0.641362619,-0.250007727
32860.34875,30025.40785,0.335170741643306+0.724844200302826i,0.692650574365927-0.659234629166779i,-0.302515884797746+0.864087295225126i,0.709998604300213+0.281107592090785i,-0.728659805,-0.649613429,-0.216926903
26446.8529,30091.20723,0.779158070773872+0.165360563919009i,0.459352050345653-0.839311882566006i,0.253307045974767+0.878611897863916i,0.496696943558381-0.577997913115206i,-0.73140872,-0.656828446,-0.18335124
14506.69699,29027.53262,0.597485274129991-0.523905623360717i,0.181920303534942-0.93988701881769i,0.714654925385203+0.568727929802492i,-0.383717392054942-0.656877723114952i,-0.733601183,-0.662966875,-0.149345999
